SqFt,Bedrooms,Bathrooms,Age,Neighborhood,Garage,Price
3405,2,3,34,Rural,1,544963.0937997784
4144,5,2,22,Suburban,0,714868.6208059066
1511,4,1,77,Urban,1,305723.2531140737
2510,1,2,13,Urban,0,375905.5732237333
3096,1,1,48,Rural,0,482234.52701805456
4445,3,3,83,Rural,1,726800.0786499872
3897,4,1,46,Urban,0,663418.398647052
4923,1,1,65,Rural,1,747716.7807103451
4286,2,3,9,Suburban,0,693469.9042838577
1016,5,3,8,Urban,1,248366.2621271921
2846,5,1,13,Rural,1,518470.91161091544
4839,2,2,72,Urban,1,757578.2627875058
1192,3,2,84,Suburban,0,228975.24690423076
4058,1,3,49,Suburban,0,631450.5817672035
1159,1,3,16,Urban,1,200299.72068951293
3704,1,1,88,Urban,0,581330.8967060556
2652,4,2,29,Suburban,1,477032.76142930926
738,3,1,50,Rural,1,173930.55231436001
2234,1,2,81,Rural,1,366480.0417806031
2086,2,1,89,Rural,0,347874.3867060084
4409,5,2,99,Rural,1,771569.4786970624
3331,1,3,12,Urban,0,519561.9139069922
2874,5,3,40,Suburban,0,533091.0185110015
682,1,1,93,Rural,1,115888.57762285977
2181,4,1,95,Suburban,1,412134.1951109368
857,3,3,74,Urban,0,180348.95501502528
4468,2,1,92,Suburban,0,721631.3953064868
4458,3,1,92,Suburban,0,720445.3232251165
1834,3,1,75,Urban,0,337788.38650295895
1129,5,3,62,Suburban,0,258366.86756629677
3950,5,2,74,Suburban,1,712484.4858298695
3434,5,2,51,Urban,1,609678.2005365338
566,1,3,23,Rural,0,109953.60315537381
2595,2,2,8,Suburban,0,427178.1144571082
1701,1,2,39,Rural,0,262002.8954444103
1354,1,2,21,Urban,0,229421.9972070186
1586,3,3,32,Urban,0,282682.52594629937
910,2,2,88,Urban,0,181866.5680254249
3115,5,3,37,Urban,1,553688.3984275394
713,4,3,56,Rural,0,189096.8286972624
1723,3,3,83,Suburban,0,315012.2858538403
2399,4,3,36,Urban,1,426495.2231732244
4689,2,3,77,Rural,1,749965.6507749506
3887,1,3,36,Suburban,0,604793.74920698
2921,3,2,24,Urban,0,512543.8137834721
4711,3,2,43,Urban,1,774948.3758280424
3057,2,3,73,Urban,0,506864.4735186626
1836,4,2,62,Urban,1,363499.3079070121
4825,2,1,27,Suburban,0,755460.9322968879
2363,1,1,99,Urban,1,369542.65950208955
3678,1,1,86,Rural,0,571239.7164543499
826,3,2,55,Urban,0,187310.33754404206
4739,4,3,97,Rural,1,788849.1467638402
3096,3,3,92,Urban,0,528140.1737482114
1799,1,1,58,Urban,0,283626.1887179129
3895,1,3,94,Suburban,0,605343.954464567
633,2,1,1,Urban,0,129449.54438979815
3232,2,3,44,Urban,0,538914.9830317303
1103,2,2,26,Rural,0,193263.26143521853
645,1,1,84,Suburban,1,102119.88444473616
2530,5,1,72,Suburban,0,481586.66502614337
506,4,2,20,Urban,0,146820.47412085216
4468,4,3,98,Urban,1,748098.8419448626
4569,4,2,12,Suburban,0,778788.2588710679
4426,1,3,31,Rural,1,669904.9388006125
4417,3,3,13,Suburban,1,729440.8217613674
3618,3,3,92,Suburban,0,592939.7628816991
1150,5,3,80,Suburban,1,288621.12978422525
1120,3,1,89,Suburban,0,213995.09979287288
614,4,3,28,Suburban,0,169268.64552747426
1138,2,3,9,Rural,0,220666.5769071299
2893,4,1,15,Suburban,0,516624.07039574196
4398,3,3,2,Urban,1,714327.1031293479
4933,1,1,52,Urban,1,762286.8964711973
4929,2,3,35,Suburban,0,778433.0112203292
1226,1,1,25,Rural,1,214800.61373330964
4136,5,3,91,Suburban,1,724299.188514191
1875,1,2,85,Suburban,0,280076.67623697716
2590,2,1,4,Urban,1,437391.53414109634
3832,3,2,52,Urban,0,637178.8159400251
4580,5,2,5,Rural,1,792248.4097467485
4588,2,2,52,Urban,0,735322.8825316131
1627,1,2,0,Suburban,1,263833.61957625794
4121,5,1,68,Suburban,0,719350.6730209122
784,2,2,1,Urban,1,164924.60162097283
3985,4,1,77,Suburban,1,661935.7998664642
2795,3,3,23,Rural,0,500633.6534124985
2568,2,3,69,Rural,0,421422.70581941755
1618,1,3,49,Rural,1,265069.14103272354
684,4,2,38,Urban,0,172931.17191238236
3681,5,3,67,Urban,0,655109.31202205
950,2,2,29,Suburban,0,180061.00494581953
3576,2,2,13,Rural,1,572546.5736259583
3884,1,3,62,Urban,0,611210.720317571
3417,2,3,31,Urban,1,554958.4074263116
4012,4,2,8,Urban,0,680384.0950375352
1877,3,3,95,Suburban,0,342637.9280040313
4768,3,3,77,Urban,0,788302.965747208
4998,4,3,21,Suburban,1,809589.0201702209
2552,1,3,25,Urban,0,412589.5866023532
4149,4,1,64,Suburban,1,720181.1388879525
1889,3,2,72,Rural,0,344835.9067186914
1502,4,2,7,Rural,0,307356.8811384974
3926,4,2,92,Suburban,1,679469.5285268335
3755,3,3,42,Urban,1,622660.9330744065
3570,3,1,77,Suburban,0,615712.7884928364
2826,3,2,45,Urban,1,483550.65508259635
2537,3,1,7,Urban,1,434544.67928039754
4744,5,1,69,Suburban,1,826980.0870918918
506,4,3,58,Rural,1,152952.58606024584
2150,3,1,62,Urban,1,384392.48759562004
4026,5,1,80,Urban,1,714558.3260506357
4054,4,3,51,Rural,0,712418.6882686571
3204,5,3,79,Suburban,0,608228.2640350963
3063,1,2,4,Rural,0,488295.41849104204
2820,2,1,27,Suburban,1,460945.1648986498
2001,5,3,65,Rural,0,404812.74050314183
4126,1,2,52,Suburban,0,626886.9525009986
604,5,1,39,Suburban,0,188911.47565585154
4015,4,3,24,Urban,0,683658.9658512055
3381,3,3,32,Suburban,0,562885.5512412755
1483,3,2,88,Suburban,1,273422.14283782674
2972,3,1,64,Rural,1,509856.22609258373
4589,3,2,66,Suburban,1,740991.7683129137
1407,4,1,46,Urban,0,302252.12873576675
4645,4,2,65,Urban,0,784796.6985827349
992,2,1,60,Rural,1,185822.34775942916
1666,3,3,20,Urban,1,304181.78861786274
800,5,2,0,Urban,1,231838.7734779393
2359,1,2,33,Suburban,0,385095.72437570186
3751,1,3,31,Urban,1,584819.5371560961
4667,1,2,3,Rural,1,716464.765656464
1337,5,3,73,Suburban,0,295780.5004588794
4359,5,3,17,Urban,0,764504.8382287736
3560,4,2,36,Urban,1,620597.2269490188
2285,3,2,62,Rural,1,400691.1707213607
3804,5,3,55,Urban,0,673376.8541385551
4325,4,3,98,Suburban,0,723542.3932316109
865,3,2,32,Suburban,1,198286.18906842518
1843,2,3,24,Suburban,0,300412.8849159645
1059,3,2,30,Urban,1,209920.6645780025
703,5,1,49,Suburban,0,225784.96109767212
861,2,3,1,Suburban,1,171910.94111759137
822,1,1,6,Urban,1,137839.54138346534
542,2,1,39,Rural,0,131209.8559136704
4128,4,3,29,Rural,1,699404.1712125797
3215,4,1,7,Urban,1,577045.491403017
3343,3,2,34,Urban,0,560188.6404639443
3033,1,3,93,Suburban,1,466338.51329719403
3165,5,2,41,Urban,0,580197.5702827617
911,4,3,9,Rural,0,224651.57365284747
1984,4,3,45,Urban,0,379187.389338712
2980,4,3,56,Urban,0,533244.229752908
2229,3,1,77,Rural,1,408099.8971999862
760,2,1,93,Rural,1,140717.61433538565
2501,4,3,8,Suburban,0,462163.9795249715
4611,3,1,16,Suburban,0,741657.2122490413
4859,2,2,42,Suburban,1,767125.3560311695
3801,4,2,95,Suburban,0,640964.6954455689
4428,2,3,5,Urban,1,712486.4851132327
2978,5,1,84,Urban,0,544175.2938962264
2659,2,3,80,Rural,0,423189.04372410284
1471,3,3,20,Suburban,1,289956.9599148859
4264,2,1,97,Rural,1,681584.7323321339
671,2,2,28,Suburban,0,137593.77233221932
1080,5,2,47,Suburban,1,256501.4370065346
3002,5,2,65,Urban,0,544908.5852467031
1743,1,2,16,Rural,0,276244.2212732385
2808,2,1,93,Urban,0,461499.31151386205
1572,4,2,78,Urban,1,322274.1466264468
1544,5,1,37,Suburban,1,336015.00006495934
2374,2,3,85,Suburban,0,402292.217905098
4533,1,1,22,Rural,1,690799.4339045499
4367,1,3,76,Rural,1,668684.1565980876
991,4,1,81,Suburban,0,241587.94320848482
3864,2,3,1,Suburban,0,624161.0607585579
3894,3,1,83,Rural,1,651009.4548492691
3931,4,1,44,Suburban,0,682067.4670441289
3569,5,2,27,Rural,0,632859.4316840675
2954,3,2,91,Urban,0,521667.7286968874
2590,5,2,93,Rural,0,498752.760937131
1708,2,1,22,Rural,1,299049.66889460187
3339,2,2,28,Suburban,0,541263.8585617079
1392,1,1,4,Urban,0,217413.89899202902
3101,3,3,79,Urban,0,516303.55738101876
2193,5,2,32,Urban,0,426291.2567153192
4137,4,2,44,Suburban,1,709384.2582455076
4634,4,3,16,Rural,0,774743.0960218305
1714,3,3,51,Suburban,0,321194.8052548836
2391,3,2,66,Urban,0,406944.85173270345
3934,2,1,8,Urban,0,640570.8513170116
4082,3,2,4,Suburban,0,675958.8768740963
2802,5,3,70,Urban,1,529111.8208862129
1197,3,2,75,Urban,1,246258.36863967363
1615,2,1,4,Urban,1,285109.7904377101
1822,5,2,52,Urban,1,376509.8078300752
2558,3,2,55,Rural,1,440724.6367671319
4270,5,1,58,Rural,0,745824.3062402462
628,3,3,28,Rural,0,153941.99147245422
4313,4,3,45,Suburban,1,735389.9134994664
2478,5,3,93,Urban,1,451583.55795902293
3496,3,2,55,Rural,0,590734.3409143634
4013,2,1,22,Urban,0,642701.4091096058
4111,2,2,61,Rural,1,652098.4332567698
3091,1,1,53,Rural,0,490619.62685731234
694,1,1,4,Suburban,1,117792.2394502566
2150,1,2,11,Suburban,0,336733.98137272487
3615,5,3,87,Urban,1,634869.9843660418
2694,5,1,21,Rural,0,491065.84581237094
4871,1,3,76,Urban,0,759942.1294141345
2554,5,3,39,Urban,1,490612.73549234465
3824,4,2,0,Urban,0,640812.0155754928
3377,5,1,37,Rural,0,619085.9392508795
503,4,2,94,Urban,0,161438.2054256413
2384,4,3,11,Suburban,0,428646.62410969415
1511,5,3,69,Urban,1,355859.48130422074
3010,2,3,15,Urban,0,500146.93526588945
645,5,3,35,Urban,0,191167.96050277198
2100,3,2,95,Rural,0,367108.26975274115
4224,1,3,23,Urban,1,654172.6582977639
3519,2,1,94,Rural,1,558633.9887021604
1297,1,1,75,Rural,0,222135.4652255212
3595,5,1,36,Suburban,0,657128.8284442623
4724,3,1,8,Suburban,1,783628.4308309833
3057,5,1,11,Rural,0,572319.24961523
4749,2,1,63,Rural,0,745483.8482260256
2714,4,1,57,Urban,1,491223.50919490185
4398,1,1,38,Rural,0,676364.4081670411
1857,1,1,86,Suburban,0,274869.94505917403
683,3,3,6,Urban,0,164950.71263861208
2083,1,1,74,Urban,0,361156.09675638913
4656,2,2,89,Suburban,1,756009.7213908881
4317,1,3,21,Suburban,0,671760.5233586986
3644,4,2,7,Rural,1,634511.6128342436
908,1,1,94,Rural,1,172254.56658542086
1272,4,1,36,Suburban,1,271311.6165035765
2951,3,1,25,Urban,0,526988.2450983516
3689,3,3,6,Suburban,0,617505.7740693841
3328,5,3,32,Rural,1,594491.1946937996
4069,4,3,57,Rural,0,685367.7037239191
2871,5,2,84,Urban,1,536517.0112106601
3675,1,3,73,Urban,1,573250.8858676313
3645,2,1,53,Rural,1,594902.2554644549
2684,4,1,19,Urban,1,472481.78899638116
4786,1,2,57,Rural,0,741704.2998603717
550,4,3,60,Urban,1,154906.46151990228
2650,4,2,89,Rural,1,468174.10022864025
4038,1,1,94,Suburban,1,634713.8906247338
4964,4,3,77,Suburban,1,824620.5646851155
1268,2,2,93,Rural,0,239997.34260813543
2991,3,1,64,Rural,1,508145.0530996169
1749,2,3,29,Rural,1,298444.3744501291
2642,2,3,72,Rural,0,429016.9297966633
1612,5,2,77,Rural,1,343600.4035841322
4293,4,1,61,Suburban,0,732771.2107498106
2383,5,3,36,Urban,1,437596.6982720407
4934,1,3,65,Urban,1,755129.2804877266
4547,4,2,20,Rural,1,753861.507569453
4096,2,2,28,Urban,0,644180.0508222043
3435,3,3,37,Rural,0,580809.568591457
4077,2,2,19,Rural,1,659320.4257794304
2506,2,1,61,Rural,0,412918.6985678953
4281,2,3,24,Urban,0,676195.8424067865
2351,1,3,42,Urban,0,367863.18772338965
1227,2,1,21,Rural,0,214202.29331669226
1558,2,3,16,Urban,1,281538.5366635585
4798,1,3,73,Suburban,1,734953.8407864489
4624,5,1,58,Suburban,1,791012.1662786047
4432,1,2,30,Rural,1,700917.1343753771
4436,5,2,9,Urban,1,769962.9452088639
647,1,3,30,Suburban,1,98639.63921813798
4816,2,3,78,Rural,1,769132.7395563566
792,3,3,74,Urban,0,168398.16923309595
4546,1,2,96,Urban,0,705882.1163681796
2904,1,1,40,Rural,1,455417.78570624714
1899,5,3,80,Rural,1,357013.8917141939
4562,3,2,15,Suburban,0,740637.2972648498
2105,4,1,95,Rural,0,388831.99664579745
3364,3,1,41,Urban,0,573918.8807353972
2788,3,2,20,Rural,1,466223.1140118135
2277,3,3,55,Rural,0,400382.94343159377
4567,3,1,85,Urban,1,740085.0329970419
3206,1,2,63,Suburban,0,484932.9188374895
3147,3,1,34,Rural,1,535510.8949792996
4636,2,2,98,Urban,1,737306.4865008679
1782,1,2,4,Suburban,1,300746.8294681291
4253,2,2,75,Rural,1,676596.0333596766
2620,1,1,47,Urban,0,400148.8445897986
1303,4,3,2,Suburban,1,269840.66275686707
1718,4,1,54,Urban,0,363172.31209719775
3715,3,1,7,Suburban,1,616574.9194603215
4105,4,1,84,Rural,0,696259.1464457227
3181,1,2,81,Rural,0,479818.36070284236
3221,1,2,15,Suburban,0,505967.0183503894
3243,5,3,40,Urban,1,572853.4611049247
4947,2,1,11,Suburban,0,774051.6090449919
664,4,2,79,Rural,0,183132.750889918
3897,3,2,28,Suburban,0,639864.062662158
2970,4,2,48,Rural,0,533597.6876177427
2402,5,3,20,Urban,0,469063.5846020564
1436,1,3,66,Suburban,0,222458.22899500869
1143,4,2,29,Urban,0,255079.69943461107
4268,3,2,72,Rural,1,697342.2729212326
2776,2,2,64,Urban,0,449190.46862599853
815,2,2,2,Suburban,1,159187.75049052003
584,4,1,63,Suburban,0,166987.04382373937
3929,3,2,79,Suburban,1,635836.5734018879
3532,5,2,86,Urban,1,621851.4824496009
633,1,1,19,Suburban,0,122966.53595063947
779,3,3,50,Urban,1,177663.4547746828
4522,2,3,35,Urban,1,723380.6717648493
4913,4,2,44,Suburban,1,797556.1157141546
1510,5,3,57,Urban,1,315624.0203092075
3244,2,3,24,Suburban,1,528735.5476661043
3295,1,2,71,Suburban,0,518403.64275161235
1424,1,3,61,Suburban,0,222931.7620580345
2123,4,2,49,Suburban,1,375224.69172774954
2379,4,3,17,Urban,1,425915.7920179463
1300,3,2,26,Urban,1,252535.5949607679
1198,5,2,83,Suburban,1,272859.7140008469
1048,5,1,46,Suburban,1,250960.8282727943
838,5,2,84,Rural,0,229091.0205735876
3659,5,1,42,Urban,0,643673.0197347882
4077,2,1,51,Suburban,1,636918.8755093412
4169,5,3,39,Rural,0,728291.9723577894
4198,5,1,14,Suburban,1,723579.2672267454
1322,4,1,66,Suburban,0,276387.2983840631
3017,3,1,45,Urban,0,505195.46443556825
4939,5,1,50,Urban,0,828385.305238706
1245,3,1,34,Suburban,1,249005.52037990687
3807,5,2,5,Suburban,0,681663.67020201
2738,3,1,11,Urban,0,473501.26530601556
3345,5,2,6,Rural,1,604207.1867074505
2999,1,1,88,Urban,0,467421.44827398256
2215,1,2,81,Rural,1,362009.55568201776
3130,5,1,83,Urban,0,570989.3097674494
1903,5,1,28,Suburban,0,402117.9758106005
3825,4,3,74,Urban,1,653331.1427598777
625,1,3,35,Rural,1,128435.84540478479
2166,2,3,39,Urban,0,352170.9439337836
746,1,3,98,Urban,1,129548.29987492932
921,4,1,58,Urban,0,215816.5989946801
3712,2,3,61,Urban,1,592129.9618631623
3387,2,2,16,Urban,0,552498.7681991332
4110,5,3,66,Suburban,1,720018.230778893
2520,3,2,53,Urban,0,430339.03180051624
2700,3,1,81,Suburban,1,476799.0979842211
3173,1,1,18,Urban,1,473851.08468077297
4401,2,3,76,Suburban,1,693893.2077096846
3768,3,1,3,Urban,0,612110.9954688494
555,5,3,60,Urban,1,173538.34262949586
4540,3,2,47,Urban,0,726779.08402353
4642,5,3,6,Suburban,0,803862.4141315853
2834,1,2,49,Urban,1,470496.6334141787
4416,3,1,35,Rural,0,700308.8107891018
4040,4,2,19,Rural,0,673481.6211444924
3030,1,1,99,Urban,0,469470.49140491127
2303,4,3,38,Rural,0,424119.84617383673
4704,5,2,24,Suburban,1,804452.5781188335
4188,3,1,9,Urban,1,680737.9016747483
1350,3,1,10,Rural,0,263296.43660474423
2788,4,3,89,Urban,0,501182.8050271761
3969,3,1,21,Urban,1,654007.8172951115
4047,4,1,32,Suburban,0,681537.6876083363
3796,4,3,7,Rural,0,658014.4262527021
1136,2,3,51,Rural,1,214296.3001155146
2548,2,1,17,Urban,0,416989.8900256318
2212,4,2,10,Urban,1,409410.23255013785
4555,2,2,86,Urban,1,717429.5605722911
2932,2,2,99,Rural,0,474840.6392359045
1272,5,1,56,Suburban,0,284907.0707622917
1838,1,2,10,Rural,0,303692.8352346382
3911,3,1,42,Suburban,1,639806.5449925795
2005,2,3,23,Suburban,0,352583.15951550106
3204,4,2,91,Urban,1,567741.9456723568
4973,5,1,93,Rural,0,849875.3781489268
4294,4,1,91,Urban,0,696078.0153071976
1837,3,1,43,Suburban,0,340796.09438500204
907,3,1,15,Suburban,1,184892.81243021673
860,4,2,83,Urban,1,207057.44732034873
1023,2,1,78,Urban,0,180367.9913743224
4449,1,1,26,Suburban,0,707306.2618843128
1369,1,3,27,Suburban,1,216140.73685279867
4333,1,3,61,Suburban,1,675092.5736918801
1250,2,1,39,Rural,0,209250.32393293563
1638,1,1,47,Rural,0,250010.05106261454
2693,5,2,44,Suburban,1,511440.8880611854
3959,4,1,51,Urban,0,674530.3706636148
1960,1,3,77,Rural,1,299981.70064832084
4950,5,3,33,Urban,1,862618.7660013108
3198,2,3,63,Urban,1,523146.9673529352
4883,3,2,49,Suburban,1,798585.6261474371
2281,4,3,34,Urban,0,415397.9382804524
3599,3,1,21,Suburban,0,592836.7622932168
3053,4,1,13,Urban,1,536903.1006811189
4440,2,3,42,Rural,1,720774.609981769
864,3,1,24,Urban,0,188339.16702730302
876,4,2,89,Urban,1,214178.53542176433
4008,2,3,36,Suburban,0,629088.0641935045
3053,1,2,48,Rural,0,472362.7908277191
1097,3,2,80,Suburban,0,227926.50976462092
632,5,2,54,Suburban,0,201133.13147909252
3294,5,3,32,Suburban,1,585132.4740213774
3458,2,2,7,Urban,0,574295.5585807799
1197,4,2,66,Rural,1,273262.1635796757
2628,4,2,63,Urban,1,479581.2362166748
3024,3,1,30,Suburban,1,519091.36204269226
2627,2,2,42,Suburban,1,441470.9441661266
1442,2,2,93,Suburban,1,256493.86173390906
3267,3,3,41,Suburban,1,546474.032633427
2631,2,3,44,Suburban,0,426919.81434692105
4851,1,1,49,Rural,0,732262.0722834413
3223,5,3,49,Rural,0,595406.4176654529
856,3,1,46,Urban,1,172191.95032163805
677,3,2,88,Suburban,0,150083.92277237977
4379,1,2,57,Urban,0,678199.2834095138
1185,2,1,46,Urban,0,218501.13573970515
2571,3,2,39,Suburban,1,441675.64678700257
1180,2,3,95,Urban,0,218771.37729242552
4199,3,1,33,Rural,0,707666.0533774348
2992,5,3,59,Suburban,1,552789.8822836003
1450,3,2,48,Urban,0,263972.38672261185
1260,2,1,93,Rural,1,245855.05380146546
4376,1,1,83,Suburban,1,661958.8953126735
708,3,1,36,Rural,0,159489.76437937055
3381,4,1,62,Suburban,0,587374.7183639813
1687,2,1,9,Suburban,0,288639.1301134584
1626,2,1,7,Urban,1,280821.6916997913
1089,4,1,55,Urban,0,244170.25479233052
603,4,3,69,Suburban,1,179491.2631587234
4596,3,1,19,Urban,0,738111.2414818482
867,4,1,28,Urban,1,209096.51006219102
3923,1,2,47,Suburban,0,599301.6930604411
2880,3,2,80,Suburban,1,489273.26368937886
4968,5,3,44,Urban,0,863691.776763273
3093,3,3,80,Urban,0,527573.9795942131
2374,1,3,37,Rural,1,368320.9549649243
2545,1,3,5,Urban,1,421800.04694961966
2880,5,1,93,Urban,0,558008.4513658264
2979,3,1,70,Rural,1,506480.70059538283
1006,4,1,49,Rural,0,236928.491133424
3194,2,3,68,Rural,0,512458.6728224816
1024,2,1,30,Rural,0,190805.95039194715
4462,5,3,85,Rural,1,759504.597862097
2189,5,2,57,Suburban,0,429524.3908574828
2195,3,1,93,Urban,1,360377.3374408812
2329,3,3,48,Suburban,0,421039.5269118318
1425,5,3,79,Urban,0,322658.6622741898
1880,2,1,12,Urban,0,311349.4351966752
2439,1,3,60,Urban,0,374620.57251046627
1513,3,3,68,Urban,0,305678.399067224
2777,4,1,40,Rural,0,494357.5225320083
2313,1,1,2,Suburban,1,367503.961748935
4857,5,3,0,Suburban,1,818591.9612729524
1501,5,2,2,Urban,1,312008.53019179136
1669,5,3,22,Suburban,1,352970.6973290858
4558,3,2,87,Suburban,1,733812.7603376289
3873,4,1,72,Rural,1,643708.5310502737
3493,2,2,89,Suburban,0,551218.3772781581
1006,5,3,33,Rural,0,223587.0720051945
556,5,3,79,Suburban,1,188909.31353426713
1480,4,1,19,Suburban,1,310502.2320065795
4362,5,2,26,Rural,1,747846.9075496178
2564,3,1,12,Suburban,1,423218.88433537196
2376,3,3,32,Suburban,0,416365.6002492972
2554,1,1,99,Suburban,1,404135.3867706385
2115,1,1,2,Rural,0,351736.14728833537
3297,4,3,57,Suburban,1,580096.5155110157
3510,4,2,55,Urban,1,614523.6509712881
1851,4,3,45,Rural,1,333690.8259295275
1883,5,1,25,Urban,1,375751.4904338598
2913,4,3,18,Suburban,0,505212.0430715065
1621,3,1,16,Urban,1,305133.81800964824
3717,2,2,47,Rural,0,622283.0066845003
3499,2,3,72,Suburban,1,558031.8423196671
4975,5,1,96,Rural,0,862799.0699714692
3540,5,2,86,Rural,1,627263.6627480044
1463,5,2,57,Suburban,1,309033.32904331596
4483,3,1,58,Urban,0,719334.7801756595
2190,2,1,45,Rural,0,379859.9535921693
2495,2,2,91,Urban,1,410585.7938745963
3911,4,3,23,Urban,0,685746.1457874542
976,5,1,38,Rural,0,251580.6680121178
2799,1,3,67,Rural,1,428080.0435294056
3409,4,1,44,Suburban,1,574134.9414233291
1054,2,1,7,Rural,1,200185.34965137206
3478,4,1,96,Rural,0,609764.8274454285
4140,2,2,84,Rural,1,661867.9104162098
695,3,2,25,Suburban,1,178293.16721107237
1045,1,1,76,Suburban,0,165961.5478603158
1009,5,2,9,Suburban,0,247806.71546380714
2458,1,3,82,Rural,0,399135.37771563506
4457,5,3,84,Rural,0,765701.5111033078
3247,2,1,38,Urban,1,524059.08474115015
1451,3,1,8,Rural,1,265987.4337523884
1537,2,2,16,Rural,1,261836.71158762276
3813,3,1,65,Suburban,1,617611.7511681754
3889,4,1,48,Rural,0,664166.6367905914
4610,4,2,39,Suburban,0,756341.1066061397
991,3,3,42,Urban,1,214573.72761839532
3061,5,2,84,Suburban,0,553091.0232092611
3494,3,2,95,Urban,1,580960.4336479943
1069,2,2,38,Suburban,1,199817.9989621006
1398,4,2,93,Rural,0,293623.3655816105
3298,5,3,48,Urban,0,582895.8020667984
4591,1,1,3,Suburban,0,717699.1462637993
4915,2,3,1,Urban,0,788429.6417980841
840,1,2,88,Rural,1,138737.8947342344
3595,1,2,13,Rural,0,539490.6770716344
1524,5,1,5,Rural,1,343371.93695038237
3082,4,3,17,Suburban,1,546974.8736887543
2114,3,1,60,Urban,1,387093.301129874
3777,1,1,71,Suburban,1,571221.0492576914
4319,2,3,21,Suburban,0,693987.9970664465
2475,3,2,36,Rural,1,442420.41564765124
3576,1,3,11,Urban,1,558906.8913609999
4487,1,3,31,Urban,0,698366.4781655563
2190,4,3,78,Suburban,1,424914.5525569349
4363,1,3,83,Rural,0,678331.3027786335
3571,4,1,84,Urban,1,606152.128536672
3918,5,3,92,Urban,1,683947.1478624329
3488,1,2,74,Suburban,1,548436.2101612904
1694,4,3,18,Urban,0,349060.6273447222
4266,5,2,88,Rural,1,728453.1616220422
1634,3,3,54,Urban,1,322269.53522705456
1197,2,3,90,Suburban,0,243075.884818573
4688,4,2,44,Rural,1,768097.9395057124
4004,5,1,87,Urban,1,696451.4869519839
3313,5,1,22,Rural,0,588656.8341015847
4886,5,3,60,Suburban,1,837056.7761155677
3379,2,2,23,Rural,1,531573.357045559
1912,4,1,28,Suburban,1,378035.4963471736
3134,2,2,28,Rural,0,506795.68306536804
924,2,3,74,Rural,0,183048.27602204576
1927,2,3,19,Urban,0,336378.3572111006
1951,3,3,3,Rural,1,361092.362817158
590,5,1,44,Suburban,1,197679.39711454665
4245,3,3,45,Urban,0,677303.1796965335
2131,2,1,96,Suburban,1,358503.9653596969
3864,2,1,86,Rural,1,609196.7600607312
4253,3,2,45,Suburban,0,690757.9148380598
4257,4,3,86,Rural,1,726086.7323045786
2335,1,1,30,Suburban,0,366072.07031750906
3118,1,1,88,Suburban,0,476380.0208554838
3265,4,2,43,Urban,1,579181.010925176
3526,4,1,23,Urban,1,627083.2701895724
4250,5,3,79,Suburban,1,749892.8763502402
2699,5,3,30,Rural,0,498670.5716414825
2594,2,2,52,Urban,0,423229.47004769975
2073,3,2,49,Urban,0,370690.77768256067
2020,5,1,49,Urban,0,397394.3523605833
1493,2,2,83,Suburban,1,269195.673700813
